"","Name","ID Number","Date","RTNG"
"503","Kamsky, Gata",2000024,1992-07-01,2655
"504","Kamsky, Gata",2000024,1992-01-01,2655
"505","Kamsky, Gata",2000024,1991-07-01,2595
"506","Kamsky, Gata",2000024,1991-01-01,2640
"507","Kamsky, Gata",2000024,1990-07-01,2650
"508","Kamsky, Gata",2000024,1990-01-01,2510
"509","Kamsky, Gata",2000024,1989-07-01,2345
"510","Kamsky, Gata",2000024,1989-01-01,2345
"511","Kamsky, Gata",2000024,1988-07-01,2380
"512","Kamsky, Gata",2000024,1988-01-01,2380
"513","Karpov, Anatoly",4100026,1999-07-01,2709
"514","Karpov, Anatoly",4100026,1999-01-01,2710
"515","Karpov, Anatoly",4100026,1998-07-01,2725
"516","Karpov, Anatoly",4100026,1998-01-01,2735
"517","Karpov, Anatoly",4100026,1997-07-01,2745
"518","Karpov, Anatoly",4100026,1997-01-01,2760
"519","Karpov, Anatoly",4100026,1996-07-01,2775
"520","Karpov, Anatoly",4100026,1996-01-01,2770
"521","Karpov, Anatoly",4100026,1995-07-01,2775
"522","Karpov, Anatoly",4100026,1995-01-01,2765
"523","Karpov, Anatoly",4100026,1994-07-01,2780
"524","Karpov, Anatoly",4100026,1994-01-01,2740
"525","Karpov, Anatoly",4100026,1993-07-01,2760
"526","Karpov, Anatoly",4100026,1993-01-01,2725
"527","Karpov, Anatoly",4100026,1992-07-01,2715
"528","Karpov, Anatoly",4100026,1992-01-01,2725
"529","Karpov, Anatoly",4100026,1991-07-01,2730
"530","Karpov, Anatoly",4100026,1991-01-01,2725
"531","Karpov, Anatoly",4100026,1990-07-01,2730
"532","Karpov, Anatoly",4100026,1990-01-01,2730
"533","Karpov, Anatoly",4100026,1989-07-01,2755
"534","Karpov, Anatoly",4100026,1989-01-01,2750
"535","Karpov, Anatoly",4100026,1988-07-01,2725
"536","Karpov, Anatoly",4100026,1988-01-01,2715
"537","Karpov, Anatoly",4100026,1987-07-01,2700
"538","Karpov, Anatoly",4100026,1987-01-01,2710
"539","Karpov, Anatoly",4100026,1986-07-01,2705
"540","Karpov, Anatoly",4100026,1986-01-01,2700
"541","Karpov, Anatoly",4100026,1985-07-01,2720
"542","Karpov, Anatoly",4100026,1985-01-01,2705
"543","Karpov, Anatoly",4100026,1984-07-01,2705
"544","Karpov, Anatoly",4100026,1984-01-01,2700
"545","Karpov, Anatoly",4100026,1983-07-01,2710
"546","Karpov, Anatoly",4100026,1983-01-01,2710
"547","Karpov, Anatoly",4100026,1982-07-01,2700
"548","Karpov, Anatoly",4100026,1982-01-01,2720
"549","Karpov, Anatoly",4100026,1981-07-01,2700
"550","Karpov, Anatoly",4100026,1981-01-01,2690
"551","Karpov, Anatoly",4100026,1980-01-01,2725
"552","Karpov, Anatoly",4100026,1979-01-01,2705
"553","Karpov, Anatoly",4100026,1978-01-01,2725
"554","Karpov, Anatoly",4100026,1977-01-01,2690
"555","Karpov, Anatoly",4100026,1976-01-01,2695
"556","Karpov, Anatoly",4100026,1975-01-01,2705
"557","Karpov, Anatoly",4100026,1974-05-01,2700
"558","Karpov, Anatoly",4100026,1973-07-01,2660
"559","Karpov, Anatoly",4100026,1972-07-01,2630
"560","Karpov, Anatoly",4100026,1971-07-01,2540
"561","Kasimdzhanov, Rustam",14200244,1999-07-01,2603
"562","Kasimdzhanov, Rustam",14200244,1999-01-01,2606
"563","Kasimdzhanov, Rustam",14200244,1998-07-01,2570
"564","Kasimdzhanov, Rustam",14200244,1998-01-01,2565
"565","Kasimdzhanov, Rustam",14200244,1997-07-01,2545
"566","Kasimdzhanov, Rustam",14200244,1997-01-01,2465
"567","Kasimdzhanov, Rustam",14200244,1996-07-01,2435
"568","Kasimdzhanov, Rustam",14200244,1996-01-01,2425
"569","Kasimdzhanov, Rustam",14200244,1995-07-01,2435
"570","Kasimdzhanov, Rustam",14200244,1995-01-01,2395
"571","Kasimdzhanov, Rustam",14200244,1994-07-01,2390
"572","Kasimdzhanov, Rustam",14200244,1994-01-01,2360
"573","Kasimdzhanov, Rustam",14200244,1993-07-01,2360
"574","Khalifman, Alexander",4100115,1999-07-01,2628
"575","Khalifman, Alexander",4100115,1999-01-01,2616
"576","Khalifman, Alexander",4100115,1998-07-01,2645
"577","Khalifman, Alexander",4100115,1998-01-01,2660
"578","Khalifman, Alexander",4100115,1997-07-01,2655
"579","Khalifman, Alexander",4100115,1997-01-01,2650
"580","Khalifman, Alexander",4100115,1996-07-01,2640
"581","Khalifman, Alexander",4100115,1996-01-01,2650
"582","Khalifman, Alexander",4100115,1995-07-01,2655
"583","Khalifman, Alexander",4100115,1995-01-01,2635
"584","Khalifman, Alexander",4100115,1994-07-01,2645
"585","Khalifman, Alexander",4100115,1994-01-01,2660
"586","Khalifman, Alexander",4100115,1993-07-01,2645
"587","Khalifman, Alexander",4100115,1993-01-01,2630
"588","Khalifman, Alexander",4100115,1992-07-01,2635
"589","Khalifman, Alexander",4100115,1992-01-01,2625
"590","Khalifman, Alexander",4100115,1991-07-01,2630
"591","Khalifman, Alexander",4100115,1991-01-01,2640
"592","Khalifman, Alexander",4100115,1990-07-01,2615
"593","Khalifman, Alexander",4100115,1990-01-01,2560
"594","Khalifman, Alexander",4100115,1989-07-01,2545
"595","Khalifman, Alexander",4100115,1989-01-01,2545
"596","Khalifman, Alexander",4100115,1988-07-01,2530
"597","Khalifman, Alexander",4100115,1988-01-01,2505
"598","Khalifman, Alexander",4100115,1987-07-01,2520
"599","Khalifman, Alexander",4100115,1987-01-01,2515
"600","Khalifman, Alexander",4100115,1986-07-01,2500
"601","Khalifman, Alexander",4100115,1986-01-01,2490
"602","Khalifman, Alexander",4100115,1985-07-01,2490
"603","Khalifman, Alexander",4100115,1985-01-01,2485
"604","Khismatullin, Denis",4142578,1999-07-01,2285
"605","Korobov, Anton",14105730,1999-07-01,2336
"606","Korobov, Anton",14105730,1999-01-01,2320
"607","Korobov, Anton",14105730,1998-07-01,2350
"608","Korobov, Anton",14105730,1998-01-01,2165
"609","Korobov, Anton",14105730,1997-07-01,2165
"610","Kramnik, Vladimir",4101588,1999-07-01,2760
"611","Kramnik, Vladimir",4101588,1999-01-01,2751
"612","Kramnik, Vladimir",4101588,1998-07-01,2780
"613","Kramnik, Vladimir",4101588,1998-01-01,2790
"614","Kramnik, Vladimir",4101588,1997-07-01,2770
"615","Kramnik, Vladimir",4101588,1997-01-01,2740
"616","Kramnik, Vladimir",4101588,1996-07-01,2765
"617","Kramnik, Vladimir",4101588,1996-01-01,2775
"618","Kramnik, Vladimir",4101588,1995-07-01,2730
"619","Kramnik, Vladimir",4101588,1995-01-01,2715
"620","Kramnik, Vladimir",4101588,1994-07-01,2725
"621","Kramnik, Vladimir",4101588,1994-01-01,2710
"622","Kramnik, Vladimir",4101588,1993-07-01,2710
"623","Kramnik, Vladimir",4101588,1993-01-01,2685
"624","Kramnik, Vladimir",4101588,1992-07-01,2625
"625","Kramnik, Vladimir",4101588,1992-01-01,2590
"626","Kramnik, Vladimir",4101588,1991-07-01,2490
"627","Kramnik, Vladimir",4101588,1991-01-01,2480
"628","Kramnik, Vladimir",4101588,1990-07-01,2450
"629","Kramnik, Vladimir",4101588,1990-01-01,2450
"630","Kramnik, Vladimir",4101588,1989-07-01,2490
"631","Landa, Konstantin",4101685,1999-07-01,2591
"632","Landa, Konstantin",4101685,1999-01-01,2542
"633","Landa, Konstantin",4101685,1998-07-01,2520
"634","Landa, Konstantin",4101685,1998-01-01,2505
"635","Landa, Konstantin",4101685,1997-07-01,2560
"636","Landa, Konstantin",4101685,1997-01-01,2570
"637","Landa, Konstantin",4101685,1996-07-01,2570
"638","Landa, Konstantin",4101685,1996-01-01,2560
"639","Landa, Konstantin",4101685,1995-07-01,2515
"640","Landa, Konstantin",4101685,1995-01-01,2500
"641","Landa, Konstantin",4101685,1994-07-01,2510
"642","Landa, Konstantin",4101685,1994-01-01,2510
"643","Landa, Konstantin",4101685,1993-07-01,2455
"644","Landa, Konstantin",4101685,1993-01-01,2455
"645","Landa, Konstantin",4101685,1992-07-01,2450
"646","Landa, Konstantin",4101685,1992-01-01,2440
"647","Landa, Konstantin",4101685,1991-07-01,2435
"648","Landa, Konstantin",4101685,1991-01-01,2460
"649","Landa, Konstantin",4101685,1990-07-01,2445
"650","Lautier, Joel",600016,1999-07-01,2638
"651","Lautier, Joel",600016,1999-01-01,2596
"652","Lautier, Joel",600016,1998-07-01,2625
"653","Lautier, Joel",600016,1998-01-01,2645
"654","Lautier, Joel",600016,1997-07-01,2660
"655","Lautier, Joel",600016,1997-01-01,2630
"656","Lautier, Joel",600016,1996-07-01,2620
"657","Lautier, Joel",600016,1996-01-01,2630
"658","Lautier, Joel",600016,1995-07-01,2645
"659","Lautier, Joel",600016,1995-01-01,2655
"660","Lautier, Joel",600016,1994-07-01,2645
"661","Lautier, Joel",600016,1994-01-01,2625
"662","Lautier, Joel",600016,1993-07-01,2620
"663","Lautier, Joel",600016,1993-01-01,2645
"664","Lautier, Joel",600016,1992-07-01,2580
"665","Lautier, Joel",600016,1992-01-01,2580
"666","Lautier, Joel",600016,1991-07-01,2560
"667","Lautier, Joel",600016,1991-01-01,2550
"668","Lautier, Joel",600016,1990-07-01,2570
"669","Lautier, Joel",600016,1990-01-01,2500
"670","Lautier, Joel",600016,1989-07-01,2465
"671","Lautier, Joel",600016,1989-01-01,2450
"672","Lautier, Joel",600016,1988-07-01,2365
"673","Lautier, Joel",600016,1988-01-01,2290
"674","Lautier, Joel",600016,1987-07-01,2290
"675","Lautier, Joel",600016,1987-01-01,2255
"676","Lautier, Joel",600016,1986-07-01,2255
"677","Leko, Peter",703303,1999-07-01,2701
"678","Leko, Peter",703303,1999-01-01,2694
"679","Leko, Peter",703303,1998-07-01,2665
"680","Leko, Peter",703303,1998-01-01,2670
"681","Leko, Peter",703303,1997-07-01,2635
"682","Leko, Peter",703303,1997-01-01,2600
"683","Leko, Peter",703303,1996-07-01,2630
"684","Leko, Peter",703303,1996-01-01,2625
"685","Leko, Peter",703303,1995-07-01,2605
"686","Leko, Peter",703303,1995-01-01,2555
"687","Leko, Peter",703303,1994-07-01,2555
"688","Leko, Peter",703303,1994-01-01,2545
"689","Leko, Peter",703303,1993-07-01,2555
"690","Leko, Peter",703303,1993-01-01,2465
"691","Leko, Peter",703303,1992-07-01,2460
"692","Leko, Peter",703303,1992-01-01,2385
"693","Leko, Peter",703303,1991-07-01,2385
"694","Leko, Peter",703303,1991-01-01,2255
"695","Leko, Peter",703303,1990-07-01,2240
"696","Lupulescu, Constantin",1207822,1999-07-01,2361
"697","Lupulescu, Constantin",1207822,1999-01-01,2261
"698","Lupulescu, Constantin",1207822,1998-07-01,2205
"699","Lupulescu, Constantin",1207822,1998-01-01,2200
"700","Lupulescu, Constantin",1207822,1997-07-01,2280
"701","Lupulescu, Constantin",1207822,1997-01-01,2045
"702","Lupulescu, Constantin",1207822,1996-07-01,2025
"703","Lysyj, Igor",4150120,1999-07-01,2219
"704","Mamedyarov, Shakhriyar",13401319,1999-07-01,2201
"705","Mamedyarov, Shakhriyar",13401319,1999-01-01,2201
"706","Mastrovasilis, Dimitrios",4202694,1999-07-01,2384
"707","Mastrovasilis, Dimitrios",4202694,1999-01-01,2363
"708","Mastrovasilis, Dimitrios",4202694,1998-07-01,2280
"709","Mastrovasilis, Dimitrios",4202694,1998-01-01,2280
"710","Mastrovasilis, Dimitrios",4202694,1997-07-01,2215
"711","Mastrovasilis, Dimitrios",4202694,1997-01-01,2145
"712","Mastrovasilis, Dimitrios",4202694,1996-07-01,2110
"713","Mastrovasilis, Dimitrios",4202694,1996-01-01,2085
"714","Mastrovasilis, Dimitrios",4202694,1995-07-01,2095
"715","Mastrovasilis, Dimitrios",4202694,1995-01-01,2105
"716","Mastrovasilis, Dimitrios",4202694,1994-07-01,2105
"717","Milov, Vadim",1304364,1999-07-01,2626
"718","Milov, Vadim",1304364,1999-01-01,2636
"719","Milov, Vadim",1304364,1998-07-01,2640
"720","Milov, Vadim",1304364,1998-01-01,2635
"721","Milov, Vadim",1304364,1997-07-01,2635
"722","Milov, Vadim",1304364,1997-01-01,2610
"723","Milov, Vadim",1304364,1996-07-01,2565
"724","Milov, Vadim",1304364,1996-01-01,2585
"725","Milov, Vadim",1304364,1995-07-01,2570
"726","Milov, Vadim",1304364,1995-01-01,2580
"727","Milov, Vadim",1304364,1994-07-01,2590
"728","Milov, Vadim",1304364,1994-01-01,2585
"729","Milov, Vadim",1304364,1993-07-01,2500
"730","Milov, Vadim",1304364,1993-01-01,2410
"731","Milov, Vadim",1304364,1992-07-01,2340
"732","Milov, Vadim",1304364,1992-01-01,2335
"733","Milov, Vadim",1304364,1991-07-01,2365
"734","Moiseenko, Alexander",14102560,1999-07-01,2501
"735","Moiseenko, Alexander",14102560,1999-01-01,2428
"736","Moiseenko, Alexander",14102560,1998-07-01,2405
"737","Moiseenko, Alexander",14102560,1998-01-01,2435
"738","Moiseenko, Alexander",14102560,1997-07-01,2435
"739","Moiseenko, Alexander",14102560,1997-01-01,2370
"740","Moiseenko, Alexander",14102560,1996-07-01,2390
"741","Moiseenko, Alexander",14102560,1996-01-01,2310
"742","Moiseenko, Alexander",14102560,1995-07-01,2275
"743","Moiseenko, Alexander",14102560,1995-01-01,2275
"744","Morozevich, Alexander",4116992,1999-07-01,2758
"745","Morozevich, Alexander",4116992,1999-01-01,2723
"746","Morozevich, Alexander",4116992,1998-07-01,2625
"747","Morozevich, Alexander",4116992,1998-01-01,2590
"748","Morozevich, Alexander",4116992,1997-07-01,2590
"749","Morozevich, Alexander",4116992,1997-01-01,2595
"750","Morozevich, Alexander",4116992,1996-07-01,2610
"751","Morozevich, Alexander",4116992,1996-01-01,2625
"752","Morozevich, Alexander",4116992,1995-07-01,2630
"753","Morozevich, Alexander",4116992,1995-01-01,2605
"754","Morozevich, Alexander",4116992,1994-07-01,2575
"755","Morozevich, Alexander",4116992,1994-01-01,2590
"756","Morozevich, Alexander",4116992,1993-07-01,2545
"757","Morozevich, Alexander",4116992,1993-01-01,2440
"758","Morozevich, Alexander",4116992,1992-07-01,2385
"759","Motylev, Alexander",4121830,1999-07-01,2532
"760","Motylev, Alexander",4121830,1999-01-01,2514
"761","Motylev, Alexander",4121830,1998-07-01,2465
"762","Motylev, Alexander",4121830,1998-01-01,2455
"763","Motylev, Alexander",4121830,1997-07-01,2450
"764","Motylev, Alexander",4121830,1997-01-01,2455
"765","Motylev, Alexander",4121830,1996-07-01,2375
"766","Motylev, Alexander",4121830,1996-01-01,2280
"767","Motylev, Alexander",4121830,1995-07-01,2285
"768","Motylev, Alexander",4121830,1995-01-01,2330
"769","Movsesian, Sergei",310204,1999-07-01,2659
"770","Movsesian, Sergei",310204,1999-01-01,2650
"771","Movsesian, Sergei",310204,1998-07-01,2640
"772","Movsesian, Sergei",310204,1998-01-01,2595
"773","Movsesian, Sergei",310204,1997-07-01,2555
"774","Movsesian, Sergei",310204,1997-01-01,2630
"775","Movsesian, Sergei",310204,1996-07-01,2635
"776","Movsesian, Sergei",310204,1996-01-01,2580
"777","Movsesian, Sergei",310204,1995-07-01,2470
"778","Movsesian, Sergei",310204,1995-01-01,2435
"779","Movsesian, Sergei",310204,1994-07-01,2395
"780","Movsesian, Sergei",310204,1994-01-01,2395
"781","Movsesian, Sergei",310204,1993-07-01,2380
"782","Movsesian, Sergei",310204,1993-01-01,2430
"783","Najer, Evgeniy",4118987,1999-07-01,2562
"784","Najer, Evgeniy",4118987,1999-01-01,2522
"785","Najer, Evgeniy",4118987,1998-07-01,2535
"786","Najer, Evgeniy",4118987,1998-01-01,2500
"787","Najer, Evgeniy",4118987,1997-07-01,2515
"788","Najer, Evgeniy",4118987,1997-01-01,2510
"789","Najer, Evgeniy",4118987,1996-07-01,2480
"790","Najer, Evgeniy",4118987,1996-01-01,2455
"791","Najer, Evgeniy",4118987,1995-07-01,2455
"792","Najer, Evgeniy",4118987,1995-01-01,2455
"793","Najer, Evgeniy",4118987,1994-07-01,2465
"794","Najer, Evgeniy",4118987,1994-01-01,2495
"795","Najer, Evgeniy",4118987,1993-07-01,2310
"796","Nakamura, Hikaru",2016192,1999-07-01,2204
"797","Nakamura, Hikaru",2016192,1999-01-01,2182
"798","Navara, David",309095,1999-07-01,2406
"799","Navara, David",309095,1999-01-01,2412
"800","Navara, David",309095,1998-07-01,2275
"801","Navara, David",309095,1998-01-01,2175
"802","Navara, David",309095,1997-07-01,2075
"803","Navara, David",309095,1997-01-01,2100
"804","Ni, Hua",8601160,1999-07-01,2369
"805","Ni, Hua",8601160,1999-01-01,2333
"806","Ni, Hua",8601160,1998-07-01,2285
"807","Ni, Hua",8601160,1998-01-01,2275
"808","Ni, Hua",8601160,1997-07-01,2240
"809","Ni, Hua",8601160,1997-01-01,2220
"810","Nisipeanu, Liviu-Dieter",1202758,1999-07-01,2584
"811","Nisipeanu, Liviu-Dieter",1202758,1999-01-01,2594
"812","Nisipeanu, Liviu-Dieter",1202758,1998-07-01,2575
"813","Nisipeanu, Liviu-Dieter",1202758,1998-01-01,2610
"814","Nisipeanu, Liviu-Dieter",1202758,1997-07-01,2600
"815","Nisipeanu, Liviu-Dieter",1202758,1997-01-01,2545
"816","Nisipeanu, Liviu-Dieter",1202758,1996-07-01,2500
"817","Nisipeanu, Liviu-Dieter",1202758,1996-01-01,2515
"818","Nisipeanu, Liviu-Dieter",1202758,1995-07-01,2465
"819","Nisipeanu, Liviu-Dieter",1202758,1995-01-01,2420
"820","Nisipeanu, Liviu-Dieter",1202758,1994-07-01,2420
"821","Nisipeanu, Liviu-Dieter",1202758,1994-01-01,2410
"822","Nisipeanu, Liviu-Dieter",1202758,1993-07-01,2390
"823","Nisipeanu, Liviu-Dieter",1202758,1993-01-01,2395
"824","Nisipeanu, Liviu-Dieter",1202758,1992-07-01,2325
"825","Nisipeanu, Liviu-Dieter",1202758,1992-01-01,2310
"826","Onischuk, Alexander",14101025,1999-07-01,2657
"827","Onischuk, Alexander",14101025,1999-01-01,2646
"828","Onischuk, Alexander",14101025,1998-07-01,2630
"829","Onischuk, Alexander",14101025,1998-01-01,2610
"830","Onischuk, Alexander",14101025,1997-07-01,2625
"831","Onischuk, Alexander",14101025,1997-01-01,2580
"832","Onischuk, Alexander",14101025,1996-07-01,2605
"833","Onischuk, Alexander",14101025,1996-01-01,2580
"834","Onischuk, Alexander",14101025,1995-07-01,2575
"835","Onischuk, Alexander",14101025,1995-01-01,2590
"836","Onischuk, Alexander",14101025,1994-07-01,2585
"837","Onischuk, Alexander",14101025,1994-01-01,2535
"838","Onischuk, Alexander",14101025,1993-07-01,2495
"839","Onischuk, Alexander",14101025,1993-01-01,2420
"840","Onischuk, Alexander",14101025,1992-07-01,2375
"841","Onischuk, Alexander",14101025,1992-01-01,2370
"842","Onischuk, Alexander",14101025,1991-07-01,2380
"843","Onischuk, Alexander",14101025,1991-01-01,2340
"844","Papaioannou, Ioannis",4201345,1999-07-01,2561
"845","Papaioannou, Ioannis",4201345,1999-01-01,2552
"846","Papaioannou, Ioannis",4201345,1998-07-01,2520
"847","Papaioannou, Ioannis",4201345,1998-01-01,2490
"848","Papaioannou, Ioannis",4201345,1997-07-01,2480
"849","Papaioannou, Ioannis",4201345,1997-01-01,2470
"850","Papaioannou, Ioannis",4201345,1996-07-01,2495
"851","Papaioannou, Ioannis",4201345,1996-01-01,2425
"852","Papaioannou, Ioannis",4201345,1995-07-01,2405
"853","Papaioannou, Ioannis",4201345,1995-01-01,2400
"854","Papaioannou, Ioannis",4201345,1994-07-01,2400
"855","Papaioannou, Ioannis",4201345,1994-01-01,2400
"856","Papaioannou, Ioannis",4201345,1993-07-01,2385
"857","Papaioannou, Ioannis",4201345,1993-01-01,2400
"858","Papaioannou, Ioannis",4201345,1992-07-01,2335
"859","Papaioannou, Ioannis",4201345,1992-01-01,2300
"860","Pashikian, Arman",13301578,1999-07-01,2260
"861","Pashikian, Arman",13301578,1999-01-01,2260
"862","Piket, Jeroen",1000055,1999-07-01,2625
"863","Piket, Jeroen",1000055,1999-01-01,2619
"864","Piket, Jeroen",1000055,1998-07-01,2605
"865","Piket, Jeroen",1000055,1998-01-01,2575
"866","Piket, Jeroen",1000055,1997-07-01,2630
"867","Piket, Jeroen",1000055,1997-01-01,2640
"868","Piket, Jeroen",1000055,1996-07-01,2580
"869","Piket, Jeroen",1000055,1996-01-01,2570
"870","Piket, Jeroen",1000055,1995-07-01,2625
"871","Piket, Jeroen",1000055,1995-01-01,2670
"872","Piket, Jeroen",1000055,1994-07-01,2640
"873","Piket, Jeroen",1000055,1994-01-01,2605
"874","Piket, Jeroen",1000055,1993-07-01,2590
"875","Piket, Jeroen",1000055,1993-01-01,2590
"876","Piket, Jeroen",1000055,1992-07-01,2625
"877","Piket, Jeroen",1000055,1992-01-01,2615
"878","Piket, Jeroen",1000055,1991-07-01,2590
"879","Piket, Jeroen",1000055,1991-01-01,2550
"880","Piket, Jeroen",1000055,1990-07-01,2495
"881","Piket, Jeroen",1000055,1990-01-01,2495
"882","Piket, Jeroen",1000055,1989-07-01,2540
"883","Piket, Jeroen",1000055,1989-01-01,2500
"884","Piket, Jeroen",1000055,1988-07-01,2495
"885","Piket, Jeroen",1000055,1988-01-01,2470
"886","Piket, Jeroen",1000055,1987-07-01,2450
"887","Piket, Jeroen",1000055,1987-01-01,2405
"888","Piket, Jeroen",1000055,1986-07-01,2390
"889","Piket, Jeroen",1000055,1986-01-01,2410
"890","Piket, Jeroen",1000055,1985-07-01,2400
"891","Piket, Jeroen",1000055,1985-01-01,2380
"892","Piket, Jeroen",1000055,1984-07-01,2260
"893","Piket, Jeroen",1000055,1984-01-01,2260
"894","Piket, Jeroen",1000055,1983-07-01,2260
"895","Piket, Jeroen",1000055,1983-01-01,2260
"896","Polgar, Judit",700070,1999-07-01,2671
"897","Polgar, Judit",700070,1999-01-01,2677
"898","Polgar, Judit",700070,1998-07-01,2665
"899","Polgar, Judit",700070,1998-01-01,2675
"900","Polgar, Judit",700070,1997-07-01,2670
"901","Polgar, Judit",700070,1997-01-01,2645
"902","Polgar, Judit",700070,1996-07-01,2665
"903","Polgar, Judit",700070,1996-01-01,2675
"904","Polgar, Judit",700070,1995-07-01,2635
"905","Polgar, Judit",700070,1995-01-01,2630
"906","Polgar, Judit",700070,1994-07-01,2630
"907","Polgar, Judit",700070,1994-01-01,2630
"908","Polgar, Judit",700070,1993-07-01,2635
"909","Polgar, Judit",700070,1993-01-01,2595
"910","Polgar, Judit",700070,1992-07-01,2575
"911","Polgar, Judit",700070,1992-01-01,2550
"912","Polgar, Judit",700070,1991-07-01,2550
"913","Polgar, Judit",700070,1991-01-01,2540
"914","Polgar, Judit",700070,1990-07-01,2540
"915","Polgar, Judit",700070,1990-01-01,2550
"916","Polgar, Judit",700070,1989-07-01,2555
"917","Polgar, Judit",700070,1989-01-01,2555
"918","Polgar, Judit",700070,1988-07-01,2365
"919","Polgar, Judit",700070,1988-01-01,2320
"920","Polgar, Judit",700070,1987-07-01,2355
"921","Polgar, Judit",700070,1987-01-01,2355
"922","Ponomariov, Ruslan",14103320,1999-07-01,2616
"923","Ponomariov, Ruslan",14103320,1999-01-01,2609
"924","Ponomariov, Ruslan",14103320,1998-07-01,2585
"925","Ponomariov, Ruslan",14103320,1998-01-01,2580
"926","Ponomariov, Ruslan",14103320,1997-07-01,2555
"927","Ponomariov, Ruslan",14103320,1997-01-01,2565
"928","Ponomariov, Ruslan",14103320,1996-07-01,2550
"929","Ponomariov, Ruslan",14103320,1996-01-01,2350
"930","Radjabov, Teimour",13400924,1999-07-01,2438
"931","Radjabov, Teimour",13400924,1999-01-01,2395
"932","Radjabov, Teimour",13400924,1998-07-01,2325
"933","Radjabov, Teimour",13400924,1998-01-01,2250
"934","Radjabov, Teimour",13400924,1997-07-01,2245
"935","Riazantsev, Alexander",4125029,1999-07-01,2417
"936","Riazantsev, Alexander",4125029,1999-01-01,2387
"937","Riazantsev, Alexander",4125029,1998-07-01,2335
"938","Riazantsev, Alexander",4125029,1998-01-01,2290
"939","Riazantsev, Alexander",4125029,1997-07-01,2275
"940","Riazantsev, Alexander",4125029,1997-01-01,2330
"941","Riazantsev, Alexander",4125029,1996-07-01,2350
"942","Riazantsev, Alexander",4125029,1996-01-01,2300
"943","Rublevsky, Sergei",4115309,1999-07-01,2660
"944","Rublevsky, Sergei",4115309,1999-01-01,2684
"945","Rublevsky, Sergei",4115309,1998-07-01,2685
"946","Rublevsky, Sergei",4115309,1998-01-01,2665
"947","Rublevsky, Sergei",4115309,1997-07-01,2650
"948","Rublevsky, Sergei",4115309,1997-01-01,2645
"949","Rublevsky, Sergei",4115309,1996-07-01,2645
"950","Rublevsky, Sergei",4115309,1996-01-01,2610
"951","Rublevsky, Sergei",4115309,1995-07-01,2595
"952","Rublevsky, Sergei",4115309,1995-01-01,2585
"953","Rublevsky, Sergei",4115309,1994-07-01,2565
"954","Rublevsky, Sergei",4115309,1994-01-01,2550
"955","Rublevsky, Sergei",4115309,1993-07-01,2525
"956","Rublevsky, Sergei",4115309,1993-01-01,2515
"957","Rublevsky, Sergei",4115309,1992-07-01,2535
"958","Rublevsky, Sergei",4115309,1992-01-01,2505
"959","Rublevsky, Sergei",4115309,1991-07-01,2420
"960","Sadvakasov, Darmen",13700464,1999-07-01,2468
"961","Sadvakasov, Darmen",13700464,1999-01-01,2487
"962","Sadvakasov, Darmen",13700464,1998-07-01,2440
"963","Sadvakasov, Darmen",13700464,1998-01-01,2415
"964","Sadvakasov, Darmen",13700464,1997-07-01,2410
"965","Sadvakasov, Darmen",13700464,1997-01-01,2405
"966","Sadvakasov, Darmen",13700464,1996-07-01,2360
"967","Sadvakasov, Darmen",13700464,1996-01-01,2280
"968","Sadvakasov, Darmen",13700464,1995-07-01,2260
"969","Sadvakasov, Darmen",13700464,1995-01-01,2290
"970","Salov, Valery",4100069,1999-07-01,2656
"971","Salov, Valery",4100069,1999-01-01,2670
"972","Salov, Valery",4100069,1998-07-01,2670
"973","Salov, Valery",4100069,1998-01-01,2680
"974","Salov, Valery",4100069,1997-07-01,2680
"975","Salov, Valery",4100069,1997-01-01,2665
"976","Salov, Valery",4100069,1996-07-01,2675
"977","Salov, Valery",4100069,1996-01-01,2670
"978","Salov, Valery",4100069,1995-07-01,2685
"979","Salov, Valery",4100069,1995-01-01,2715
"980","Salov, Valery",4100069,1994-07-01,2710
"981","Salov, Valery",4100069,1994-01-01,2685
"982","Salov, Valery",4100069,1993-07-01,2685
"983","Salov, Valery",4100069,1993-01-01,2660
"984","Salov, Valery",4100069,1992-07-01,2655
"985","Salov, Valery",4100069,1992-01-01,2655
"986","Salov, Valery",4100069,1991-07-01,2665
"987","Salov, Valery",4100069,1991-01-01,2645
"988","Salov, Valery",4100069,1990-07-01,2655
"989","Salov, Valery",4100069,1990-01-01,2645
"990","Salov, Valery",4100069,1989-07-01,2645
"991","Salov, Valery",4100069,1989-01-01,2630
"992","Salov, Valery",4100069,1988-07-01,2625
"993","Salov, Valery",4100069,1988-01-01,2595
"994","Salov, Valery",4100069,1987-07-01,2575
"995","Salov, Valery",4100069,1987-01-01,2550
"996","Salov, Valery",4100069,1986-07-01,2550
"997","Salov, Valery",4100069,1986-01-01,2525
"998","Salov, Valery",4100069,1985-07-01,2505
"999","Salov, Valery",4100069,1985-01-01,2525
"1000","Salov, Valery",4100069,1984-07-01,2480
"1001","Salov, Valery",4100069,1984-01-01,2440
"1002","Salov, Valery",4100069,1983-07-01,2415
"1003","Salov, Valery",4100069,1983-01-01,2400
"1004","Salov, Valery",4100069,1982-07-01,2350
"1005","Salov, Valery",4100069,1982-01-01,2330
"1006","Salov, Valery",4100069,1981-07-01,2295
"1007","Salov, Valery",4100069,1981-01-01,2320
